concept,doculect,counterpart,cc,inferredCC,db
split,RUSSIAN,dʲɛˈlʲitʲ,split:Q,ielex:split:1,ielex
split,SERBO-CROATIAN,razˈdjɛ̂ːliti,split:Q,ielex:split:1,ielex
split,SLOVAK,ˈɟɛlic,split:Q,ielex:split:1,ielex
split,SLOVAK,ˈruːbac,split:Ac,ielex:split:4,ielex
split,SLOVENIAN,dɛˈlǐːti,split:Q,ielex:split:1,ielex
split,SORBIAN_LOWER,ˈʑɪlʲiɕ,split:Q,ielex:split:1,ielex
split,SORBIAN_LOWER,kwɔjɕ,split:Ae,ielex:split:19,ielex
split,SORBIAN_UPPER,ˈdʒɪlitʃ,split:Q,ielex:split:1,ielex
split,SORBIAN_UPPER,ˈkawatʃ,split:Ae,ielex:split:20,ielex
split,STAVANGERSK,ˈklœɪ̀ʋa,split:I,ielex:split:2,ielex
split,SWEDISH,ˈklỳːva,split:I,ielex:split:2,ielex
split,SWEDISH,splitra,split:A,ielex:split:3,ielex
split,UKRAINIAN,ruˈbatɪ,split:Ac,ielex:split:4,ielex
split,UKRAINIAN,dʲiˈɫɪtɪ,split:Q,ielex:split:1,ielex
split,URDU,do_ʈʊkɽe_kəɾnə,split:C,ielex:split:21,ielex
swim,ANCIENT_GREEK,néɔː,swim:D,ielex:swim:13,ielex
swim,ARMENIAN_EASTERN,loˈʁɑl,swim:E,ielex:swim:5,ielex
swim,BELARUSIAN,ˈpɫavatsʲ,swim:F,ielex:swim:2,ielex
swim,BIHARI,heləb,swim:R,ielex:swim:14,ielex
swim,BULGARIAN,ˈpɫuvəm,swim:F,ielex:swim:2,ielex
swim,CATALAN,nəða,swim:D,ielex:swim:3,ielex
swim,CLASSICAL_ARMENIAN,lołam,swim:E,ielex:swim:5,ielex
swim,CZECH,ˈplavat,swim:F,ielex:swim:2,ielex
swim,DANISH,ˈsvœmə,swim:B,ielex:swim:1,ielex
swim,DANISH_FJOLDE,svem,swim:B,ielex:swim:1,ielex
swim,DUTCH,zwɛmən,swim:B,ielex:swim:1,ielex
swim,ELFDALIAN,ˈsɪ̀mːɑ,swim:B,ielex:swim:1,ielex
swim,ENGLISH,swɪm,swim:B,ielex:swim:1,ielex
swim,FAROESE,ˈsvɪmja,swim:B,ielex:swim:1,ielex
swim,FRENCH,naʒe,swim:D,ielex:swim:3,ielex
swim,FRISIAN,svɪmə,swim:B,ielex:swim:1,ielex
swim,GERMAN,ʃvɪmən,swim:B,ielex:swim:1,ielex
swim,GREEK,ˌko̞liˈmbo̞,swim:H,ielex:swim:6,ielex
swim,GUTNISH_LAU,ˈsɪːmɛ,swim:B,ielex:swim:1,ielex
swim,ICELANDIC,ˈsɪnd̥a,swim:B,ielex:swim:1,ielex
swim,ITALIAN,nwotare,swim:D,ielex:swim:3,ielex
swim,LATIN,ˈnaːre,swim:D,ielex:swim:3,ielex
swim,MACEDONIAN,ˈpliva,swim:F,ielex:swim:2,ielex
swim,MAGAHI,pɛrnɑ,swim:K,ielex:swim:7,ielex
swim,MARATHI,poɦɳe,swim:K,ielex:swim:8,ielex
swim,MIDDLE_CORNISH,nœvja,swim:D,ielex:swim:9,ielex
swim,NORWEGIAN_RIKSMAL,ˈsʋø̀mːə,swim:B,ielex:swim:1,ielex
swim,OLD_CHURCH_SLAVONIC,plɑvɑti,swim:F,ielex:swim:2,ielex
swim,OLD_IRISH,snaʔiðʹ,swim:D,ielex:swim:10,ielex
swim,OLD_NORSE,ˈsvima,swim:B,ielex:swim:1,ielex
swim,OLD_SWEDISH,ˈsimːa,swim:B,ielex:swim:1,ielex
swim,ORIYA,pɔhɔ̃r-,swim:K,ielex:swim:11,ielex
swim,OSSETIC,lenk_kænɨn,swim:J,ielex:swim:4,ielex
swim,OSSETIC_DIGOR,naka_kɐn-,swim:P,ielex:swim:4,ielex
swim,OSSETIC_IRON,lenk_kɐn-,swim:J,ielex:swim:4,ielex
swim,POLISH,ˈpwɘ̟vatɕ,swim:F,ielex:swim:2,ielex
swim,PORTUGUESE,nɐˈdaɾ,swim:D,ielex:swim:3,ielex
swim,RUSSIAN,pɫɨtʲ,swim:F,ielex:swim:2,ielex
swim,SERBO-CROATIAN,ˈplîvati,swim:F,ielex:swim:2,ielex
swim,SLOVAK,ˈplaːvac,swim:F,ielex:swim:2,ielex
swim,SLOVENIAN,ˈplâːvati,swim:F,ielex:swim:2,ielex
swim,SORBIAN_LOWER,plʲɪɕ,swim:F,ielex:swim:2,ielex
swim,SORBIAN_UPPER,ˈpʰuwatʃ,swim:F,ielex:swim:2,ielex
swim,SPANISH,naðaɾ,swim:D,ielex:swim:3,ielex
swim,STAVANGERSK,ˈsʏ̀mːa,swim:B,ielex:swim:1,ielex
swim,SWEDISH,ˈsɪ̀mːa,swim:B,ielex:swim:1,ielex
swim,UKRAINIAN,ˈpɫaʋatɪ,swim:F,ielex:swim:2,ielex
swim,URDU,t̪ɛɾnə,swim:I,ielex:swim:12,ielex
spit,ANCIENT_GREEK,ptýɔː,spit:Ac,ielex:spit:5,ielex
spit,ARMENIAN_EASTERN,tʰəˈkʰɛl,spit:Ac,ielex:spit:12,ielex
spit,ASSAMESE,thua,spit:G,ielex:spit:7,ielex
spit,BELARUSIAN,plʲaˈvatsʲ,spit:Ac,ielex:spit:2,ielex
spit,BIHARI,thukəb,spit:G,ielex:spit:7,ielex
spit,BULGARIAN,ˈplʲujə,spit:Ac,ielex:spit:2,ielex
spit,CATALAN,əskupi,spit:Ac,ielex:spit:4,ielex
spit,CLASSICAL_ARMENIAN,tʰukʰanem,spit:Ac,ielex:spit:3,ielex
spit,CZECH,ˈplɪvat,spit:Ac,ielex:spit:2,ielex
spit,DANISH,ˈsb̥_ød̥ʰə,spit:Ac,ielex:spit:1,ielex
spit,DANISH_FJOLDE,sbød,spit:Ac,ielex:spit:1,ielex
spit,DUTCH,spywən,spit:Ac,ielex:spit:6,ielex
spit,ELFDALIAN,ˈspʉ̀tːɑ,spit:Ac,ielex:spit:1,ielex
spit,ENGLISH,spɪt,spit:Ac,ielex:spit:1,ielex
spit,FAROESE,ˈspʊiːtʰa,spit:Ac,ielex:spit:1,ielex
spit,FRENCH,kʀaʃe,spit:F,ielex:spit:11,ielex
spit,FRISIAN,spɔ.i̯ə,spit:Ac,ielex:spit:6,ielex
spit,GERMAN,ʃpeiən,spit:Ac,ielex:spit:6,ielex
spit,GREEK,ˈftino̞,spit:Ac,ielex:spit:5,ielex
spit,GUTNISH_LAU,ˈspytːɛ,spit:Ac,ielex:spit:1,ielex
spit,ICELANDIC,ˈspiːtʰa,spit:Ac,ielex:spit:1,ielex
spit,ICELANDIC,ˈr̥aiːca,spit:J,ielex:spit:10,ielex
spit,ITALIAN,sputare,spit:Ac,ielex:spit:1,ielex
spit,LATIN,ˈspuere,spit:Ac,ielex:spit:1,ielex
spit,MACEDONIAN,ˈpluka,spit:Ac,ielex:spit:2,ielex
spit,MAGAHI,t̪ʰukənɑ,spit:G,ielex:spit:3,ielex
spit,MARATHI,tʰunkɳe,spit:G,ielex:spit:3,ielex
spit,NORWEGIAN_RIKSMAL,ˈspʏ̀tːə,spit:Ac,ielex:spit:1,ielex
spit,OLD_CHURCH_SLAVONIC,pʎɪ̆vɑti,spit:Ac,ielex:spit:2,ielex
spit,OLD_IRISH,salʹe,spit:K,ielex:spit:9,ielex
spit,OLD_NORSE,ˈɣrɛːkja,spit:J,ielex:spit:8,ielex
spit,OLD_NORSE,ˈspyːta,spit:Ac,ielex:spit:1,ielex
spit,OLD_SWEDISH,ˈspotːa,spit:Ac,ielex:spit:1,ielex
spit,OSSETIC,tu_kænɨn,spit:H,ielex:spit:3,ielex
spit,OSSETIC_DIGOR,tu_kɐn-_,spit:H,ielex:spit:3,ielex
spit,OSSETIC_IRON,tu_kɐn-,spit:H,ielex:spit:3,ielex
spit,POLISH,ˈplutɕ,spit:Ac,ielex:spit:2,ielex
spit,PORTUGUESE,kuʃˈpiɾ,spit:Ac,ielex:spit:4,ielex
spit,RUSSIAN,plʲɛvatʲ,spit:Ac,ielex:spit:2,ielex
spit,SERBO-CROATIAN,ˈpʎûvati,spit:Ac,ielex:spit:2,ielex
spit,SLOVAK,plʲuc,spit:Ac,ielex:spit:2,ielex
spit,SLOVENIAN,ˈpljǔːvati,spit:Ac,ielex:spit:2,ielex
spit,SORBIAN_LOWER,ˈplʲuwaɕ,spit:Ac,ielex:spit:2,ielex
spit,SORBIAN_UPPER,ˈpluwatʃ,spit:Ac,ielex:spit:2,ielex
spit,SPANISH,eskupiɾ,spit:Ac,ielex:spit:4,ielex
spit,STAVANGERSK,ˈspø̀ːda,spit:Ac,ielex:spit:1,ielex
spit,SWEDISH,ˈspɔ̀tːa,spit:Ac,ielex:spit:1,ielex
spit,UKRAINIAN,plʲuˈʋatɪ,spit:Ac,ielex:spit:2,ielex
spit,URDU,t̪ʰuknə,spit:G,ielex:spit:3,ielex
fly,ANCIENT_GREEK,pétomai̯,fly:H,ielex:fly:7,ielex
fly,ARMENIAN_EASTERN,tʰərˈʧʰɛl,fly:H,ielex:fly:8,ielex
fly,ASSAMESE,uru,fly:D,ielex:fly:3,ielex
fly,BELARUSIAN,lʲaˈtsʲɛtsʲ,fly:G,ielex:fly:2,ielex
fly,BIHARI,urəb,fly:D,ielex:fly:3,ielex
fly,BRETON,ˈniːʒal,fly:F,ielex:fly:6,ielex
fly,BULGARIAN,lɘˈtʲɤ,fly:G,ielex:fly:2,ielex
fly,CLASSICAL_ARMENIAN,tʰṙčʰim,fly:H,ielex:fly:11,ielex
fly,CZECH,ˈlɛcɛt,fly:G,ielex:fly:2,ielex
fly,DANISH,ˈfly:və,fly:A,ielex:fly:1,ielex
fly,DANISH_FJOLDE,flyw,fly:A,ielex:fly:1,ielex
fly,DUTCH,vliɣən,fly:A,ielex:fly:1,ielex
fly,ELFDALIAN,ˈfljʉ̀əgɑ,fly:A,ielex:fly:1,ielex
fly,ENGLISH,flaɪ,fly:A,ielex:fly:1,ielex
fly,FAROESE,ˈflɪɡ̊va,fly:A,ielex:fly:1,ielex
fly,FRENCH,vɔle,fly:E,ielex:fly:4,ielex
fly,GERMAN,fli:gn̩,fly:A,ielex:fly:1,ielex
fly,GREEK,pe̞ˈto̞,fly:H,ielex:fly:7,ielex
fly,GUTNISH_LAU,ˈflauɡɛ,fly:A,ielex:fly:1,ielex
fly,ICELANDIC,ˈfljuːa,fly:A,ielex:fly:1,ielex
fly,ITALIAN,volare,fly:E,ielex:fly:4,ielex
fly,LATIN,woˈlaːre,fly:E,ielex:fly:4,ielex
fly,MACEDONIAN,ˈleta,fly:G,ielex:fly:2,ielex
fly,MAGAHI,ʊɽənɑ,fly:D,ielex:fly:3,ielex
fly,MARATHI,uɖɳe,fly:D,ielex:fly:3,ielex
fly,MIDDLE_BRETON,ˈniːʒal,fly:F,ielex:fly:6,ielex
fly,MIDDLE_CORNISH,nɛɪʤa,fly:F,ielex:fly:9,ielex
fly,NORWEGIAN_RIKSMAL,fɽyː,fly:A,ielex:fly:1,ielex
fly,OLD_CHURCH_SLAVONIC,lɛtæti,fly:G,ielex:fly:2,ielex
fly,OLD_IRISH,foˈlu:əθər,fly:M,ielex:fly:10,ielex
fly,OLD_NORSE,ˈfljuːɣa,fly:A,ielex:fly:1,ielex
fly,OLD_SWEDISH,ˈflyːɣa,fly:A,ielex:fly:1,ielex
fly,ORIYA,uɽ-,fly:D,ielex:fly:3,ielex
fly,OSSETIC,tæχɨn,fly:C,ielex:fly:5,ielex
fly,OSSETIC_DIGOR,tɐχ-,fly:C,ielex:fly:5,ielex
fly,OSSETIC_IRON,tɐχ-,fly:C,ielex:fly:5,ielex
fly,POLISH,ˈletɕɛtɕ,fly:G,ielex:fly:2,ielex
fly,PORTUGUESE,vuˈaɾ,fly:E,ielex:fly:4,ielex
fly,RUSSIAN,lʲɛtʲɛtʲ,fly:G,ielex:fly:2,ielex
fly,SERBO-CROATIAN,ˈlɛ̌tjɛti,fly:G,ielex:fly:2,ielex
fly,SLOVAK,ˈlɛciɛc,fly:G,ielex:fly:2,ielex
fly,SLOVENIAN,leˈtěːti,fly:G,ielex:fly:2,ielex
fly,SORBIAN_LOWER,ˈleɕeɕ,fly:G,ielex:fly:2,ielex
fly,SORBIAN_UPPER,ˈletʃɛtʃ,fly:G,ielex:fly:2,ielex
fly,SPANISH,bolaɾ,fly:E,ielex:fly:4,ielex
fly,STAVANGERSK,ˈflỳːɡa,fly:A,ielex:fly:1,ielex
fly,SWEDISH,ˈflỳ:ga,fly:A,ielex:fly:1,ielex
fly,UKRAINIAN,ɫɛˈtʲitɪ,fly:G,ielex:fly:2,ielex
fly,URDU,ʔʊɽnə,fly:D,ielex:fly:3,ielex
stand,ANCIENT_GREEK,hístɛːmi,stand:B,ielex:stand:13,ielex
stand,ARMENIAN_EASTERN,kɑngˈnɛl,stand:J,ielex:stand:5,ielex
stand,ASSAMESE,uth,stand:P,ielex:stand:14,ielex
stand,BELARUSIAN,staˈjatsʲ,stand:B,ielex:stand:1,ielex
stand,BIHARI,ʈharh_haeəb,stand:T,ielex:stand:15,ielex
stand,BULGARIAN,stuˈjɤ,stand:B,ielex:stand:1,ielex
stand,CZECH,staːt,stand:B,ielex:stand:1,ielex
stand,DANISH,sd̥ʰɔˀ,stand:B,ielex:stand:1,ielex
stand,DANISH_FJOLDE,sdɔː,stand:B,ielex:stand:1,ielex
stand,DUTCH,stan,stand:B,ielex:stand:1,ielex
stand,ELFDALIAN,ˈstɑ̀ndɑ,stand:B,ielex:stand:1,ielex
stand,ENGLISH,stænd,stand:B,ielex:stand:1,ielex
stand,FAROESE,ˈstand̥a,stand:B,ielex:stand:1,ielex
stand,FRENCH,ɛtʀ,stand:E,ielex:stand:6,ielex
stand,FRISIAN,stɪ.ən,stand:B,ielex:stand:1,ielex
stand,GERMAN,ʃte:ən,stand:B,ielex:stand:1,ielex
stand,GREEK,ˈste̞ko̞ˌme̞,stand:B,ielex:stand:7,ielex
stand,GUTNISH_LAU,stɑː,stand:B,ielex:stand:1,ielex
stand,ICELANDIC,ˈstand̥a,stand:B,ielex:stand:1,ielex
stand,IRISH,ʃasˠ,stand:B,ielex:stand:8,ielex
stand,ITALIAN,stare_im_pjɛdi,stand:B,ielex:stand:3,ielex
stand,LATIN,staːre,stand:B,ielex:stand:1,ielex
stand,MACEDONIAN,ˈsto.i,stand:B,ielex:stand:1,ielex
stand,MAGAHI,kʰəɽɑ__honɑ,stand:D,ielex:stand:4,ielex
stand,MARATHI,ubʰə_ɾaɦne,stand:B,ielex:stand:9,ielex
stand,NORWEGIAN_RIKSMAL,stoː,stand:B,ielex:stand:1,ielex
stand,OLD_CHURCH_SLAVONIC,stɔjati,stand:B,ielex:stand:1,ielex
stand,OLD_IRISH,doˈarʹəsʹəðər,stand:B,ielex:stand:10,ielex
stand,OLD_NORSE,ˈstanda,stand:B,ielex:stand:1,ielex
stand,OLD_SWEDISH,ˈstanda,stand:B,ielex:stand:1,ielex
stand,ORIYA,ʈhia,stand:B,ielex:stand:11,ielex
stand,ORIYA,ubha,stand:S,ielex:stand:12,ielex
stand,OSSETIC,læwwɨn,stand:F,ielex:stand:2,ielex
stand,OSSETIC_DIGOR,lɐw-,stand:F,ielex:stand:2,ielex
stand,OSSETIC_IRON,lɐw-,stand:F,ielex:stand:2,ielex
stand,POLISH,statɕ,stand:B,ielex:stand:1,ielex
stand,PORTUGUESE,ɨʃˈtaɾ_ɐ̃j_pɛ,stand:H,ielex:stand:3,ielex
stand,RUSSIAN,stɔjatʲ,stand:B,ielex:stand:1,ielex
stand,SERBO-CROATIAN,ˈstǎjati,stand:B,ielex:stand:1,ielex
stand,SLOVAK,staːc,stand:B,ielex:stand:1,ielex
stand,SLOVENIAN,ˈstǎːti,stand:B,ielex:stand:1,ielex
stand,SORBIAN_LOWER,ˈstɔjaɕ,stand:B,ielex:stand:1,ielex
stand,SORBIAN_UPPER,statʃ,stand:B,ielex:stand:1,ielex
stand,SPANISH,estaɾ_de_pje,stand:H,ielex:stand:3,ielex
stand,STAVANGERSK,stoː,stand:B,ielex:stand:1,ielex
stand,SWEDISH,sto:,stand:B,ielex:stand:1,ielex
stand,UKRAINIAN,stɔˈjatɪ,stand:B,ielex:stand:1,ielex
stand,URDU,kʰəɽe_honə,stand:D,ielex:stand:4,ielex
walk,ANCIENT_GREEK,peri-patéɔː,walk:J,ielex:walk:8,ielex
walk,ANCIENT_GREEK,bái̯nɔː,walk:Q,ielex:walk:13,ielex
walk,ASSAMESE,phur,walk:Ae,ielex:walk:14,ielex
walk,BELARUSIAN,isʲˈtsʲi,walk:S,ielex:walk:2,ielex
walk,BELARUSIAN,xaˈdzʲitsʲ,walk:F,ielex:walk:1,ielex
walk,BIHARI,cələb,walk:K,ielex:walk:4,ielex
walk,BIHARI,jaeəb,walk:Ah,ielex:walk:10,ielex
walk,BIHARI,ʈəhələb,walk:Ag,ielex:walk:4,ielex
walk,BULGARIAN,vərˈvʲɤ,walk:An,ielex:walk:15,ielex
walk,BULGARIAN,ˈxɔdʲə,walk:F,ielex:walk:1,ielex
walk,CATALAN,əna,walk:D,ielex:walk:11,ielex
walk,CATALAN,kəmina,walk:T,ielex:walk:5,ielex
walk,CZECH,jiːt,walk:S,ielex:walk:2,ielex
walk,CZECH,ˈxɔɟɪt,walk:F,ielex:walk:1,ielex
walk,DANISH,g̥ɔˀ,walk:G,ielex:walk:3,ielex
walk,DANISH_FJOLDE,ɡoa,walk:G,ielex:walk:3,ielex
walk,DUTCH,wɑndələn,walk:Ab,ielex:walk:12,ielex
walk,DUTCH,ˈlopə,walk:A,ielex:walk:9,ielex
walk,ELFDALIAN,goː,walk:G,ielex:walk:3,ielex
walk,ENGLISH,wɔ:k,walk:H,ielex:walk:16,ielex
walk,FAROESE,ˈɡaŋɡ̊a,walk:G,ielex:walk:6,ielex
walk,FRENCH,maʀʃe,walk:I,ielex:walk:17,ielex
walk,GERMAN,ge:ən,walk:G,ielex:walk:18,ielex
walk,GREEK,ˌpe̞rpaˈto̞,walk:J,ielex:walk:8,ielex
walk,GUTNISH_LAU,ˈlaupɛ,walk:A,ielex:walk:9,ielex
walk,GUTNISH_LAU,ɡɑː,walk:G,ielex:walk:3,ielex
walk,ICELANDIC,ˈɡ̊auŋɡ̊a,walk:G,ielex:walk:6,ielex
walk,ITALIAN,kamminare,walk:T,ielex:walk:5,ielex
walk,LATIN,ambuˈlaːre,walk:D,ielex:walk:5,ielex
walk,MACEDONIAN,ˈodam,walk:F,ielex:walk:19,ielex
walk,MAGAHI,təhəlnɑ,walk:Ai,ielex:walk:4,ielex
walk,MARATHI,tsalɳe,walk:K,ielex:walk:4,ielex
walk,MIDDLE_CORNISH,kɛrðɛs,walk:E,ielex:walk:20,ielex
walk,NORWEGIAN_RIKSMAL,ɡoː,walk:G,ielex:walk:3,ielex
walk,OLD_CHURCH_SLAVONIC,iti,walk:S,ielex:walk:2,ielex
walk,OLD_CHURCH_SLAVONIC,xɔditi,walk:F,ielex:walk:1,ielex
walk,OLD_IRISH,eθəðʹ,walk:Z,ielex:walk:21,ielex
walk,OLD_IRISH,sʹiβəl,walk:L,ielex:walk:22,ielex
walk,OLD_NORSE,ˈɡanɣa,walk:G,ielex:walk:6,ielex
walk,OLD_SWEDISH,ˈɡaŋːa,walk:G,ielex:walk:6,ielex
walk,ORIYA,cali,walk:K,ielex:walk:4,ielex
walk,OSSETIC,ʦæwɨn,walk:U,ielex:walk:7,ielex
walk,OSSETIC_DIGOR,cɐw-,walk:U,ielex:walk:7,ielex
walk,OSSETIC_IRON,sɐw-,walk:U,ielex:walk:7,ielex
walk,POLISH,iɕtɕ,walk:S,ielex:walk:2,ielex
walk,POLISH,ˈxɔdʑitɕ,walk:F,ielex:walk:1,ielex
walk,PORTUGUESE,kɐmiˈɲaɾ,walk:T,ielex:walk:5,ielex
walk,PORTUGUESE,ɐ̃ˈdaɾ,walk:D,ielex:walk:23,ielex
walk,RUSSIAN,xodʲitʲ,walk:F,ielex:walk:1,ielex
walk,SERBO-CROATIAN,ˈǐtɕi,walk:S,ielex:walk:2,ielex
walk,SERBO-CROATIAN,xɔ̌ːdati,walk:F,ielex:walk:1,ielex
walk,SLOVAK,iːsc,walk:S,ielex:walk:2,ielex
walk,SLOVAK,ˈxɔɟic,walk:F,ielex:walk:1,ielex
walk,SLOVENIAN,ˈǐːti,walk:S,ielex:walk:2,ielex
walk,SLOVENIAN,xɔˈdǐːti,walk:F,ielex:walk:1,ielex
walk,SORBIAN_LOWER,hɘ̟ɕ,walk:S,ielex:walk:2,ielex
walk,SORBIAN_LOWER,ˈxɘ̟jʑiɕ,walk:F,ielex:walk:1,ielex
walk,SORBIAN_UPPER,hitʃ,walk:S,ielex:walk:2,ielex
walk,SORBIAN_UPPER,ˈkʰɔdʒitʃ,walk:F,ielex:walk:1,ielex
walk,SPANISH,kaminaɾ,walk:T,ielex:walk:5,ielex
walk,STAVANGERSK,ɡoː,walk:G,ielex:walk:3,ielex
walk,SWEDISH,go:,walk:G,ielex:walk:3,ielex
walk,UKRAINIAN,xɔˈdɪtɪ,walk:F,ielex:walk:1,ielex
walk,UKRAINIAN,iˈtɪ,walk:S,ielex:walk:2,ielex
walk,URDU,ʧəlnə,walk:K,ielex:walk:4,ielex
come,ANCIENT_GREEK,érkʰomai̯,come:G,ielex:come:7,ielex
come,ARMENIAN_EASTERN,gɑl,come:D,ielex:come:11,ielex
come,BELARUSIAN,prɨˈxɔdzʲitsʲ,come:W,ielex:come:2,ielex
come,BELARUSIAN,prɨjsˈtsʲi,come:F,ielex:come:2,ielex
come,BIHARI,aeəb,come:H,ielex:come:12,ielex
come,BRETON,ˈdɔ̃nt,come:E,ielex:come:5,ielex
come,BULGARIAN,ˈdɔjdə,come:F,ielex:come:6,ielex
come,CATALAN,bəni,come:B,ielex:come:3,ielex
come,CLASSICAL_ARMENIAN,ɡɑ-m,come:D,ielex:come:11,ielex
come,CZECH,ˈpr̝̊ɪjiːt,come:F,ielex:come:2,ielex
come,DANISH,ˈg̥ʰʌmə,come:B,ielex:come:1,ielex
come,DANISH_FJOLDE,kom,come:B,ielex:come:1,ielex
come,DUTCH,komən,come:B,ielex:come:1,ielex
come,ELFDALIAN,ˈkʉ̀mɔ,come:B,ielex:come:1,ielex
come,ENGLISH,kʌm,come:B,ielex:come:1,ielex
come,FAROESE,ˈkʰoːma,come:B,ielex:come:1,ielex
come,FRENCH,vəniʀ,come:B,ielex:come:3,ielex
come,FRISIAN,komə,come:B,ielex:come:1,ielex
come,GERMAN,kɔmən,come:B,ielex:come:1,ielex
come,GREEK,ˈe̞rxo̞ˌme̞,come:G,ielex:come:7,ielex
come,GUTNISH_LAU,kumːɛ,come:B,ielex:come:1,ielex
come,ICELANDIC,ˈkʰɔːma,come:B,ielex:come:1,ielex
come,IRISH,t̪ˠaɾˠ,come:I,ielex:come:13,ielex
come,ITALIAN,venire,come:B,ielex:come:3,ielex
come,LATIN,weˈniːre,come:B,ielex:come:3,ielex
come,MACEDONIAN,ˈdojdɛ,come:F,ielex:come:6,ielex
come,MACEDONIAN,ˈdo.aɟa,come:W,ielex:come:14,ielex
come,MAGAHI,ɑnɑ,come:H,ielex:come:10,ielex
come,MARATHI,jeɳe,come:S,ielex:come:15,ielex
come,MIDDLE_BRETON,ˈdoːnǝt,come:E,ielex:come:5,ielex
come,MIDDLE_CORNISH,dɔ:z,come:E,ielex:come:8,ielex
come,NORWEGIAN_RIKSMAL,ˈkɔ̀mːə,come:B,ielex:come:1,ielex
come,OLD_CHURCH_SLAVONIC,priti,come:F,ielex:come:2,ielex
come,OLD_CHURCH_SLAVONIC,prixɔditi,come:W,ielex:come:2,ielex
come,OLD_CHURCH_SLAVONIC,ɡrɛ̃sti,come:U,ielex:come:16,ielex
come,OLD_IRISH,doˈtʹe:dʹ,come:I,ielex:come:8,ielex
come,OLD_IRISH,doˈikʹ,come:I,ielex:come:17,ielex
come,OLD_NORSE,ˈkoma,come:B,ielex:come:1,ielex
come,OLD_SWEDISH,ˈkoːma,come:B,ielex:come:1,ielex
come,ORIYA,as-,come:N,ielex:come:18,ielex
come,OSSETIC,tsæwɨn,come:P,ielex:come:19,ielex
come,OSSETIC_DIGOR,ɐrbacɐw-,come:K,ielex:come:9,ielex
come,OSSETIC_IRON,ɐrbasɐw-,come:K,ielex:come:9,ielex
come,POLISH,pʂɘ̟ˈxɔdʑitɕ,come:W,ielex:come:4,ielex
come,POLISH,pʂɘ̟jɕtɕ,come:F,ielex:come:4,ielex
come,PORTUGUESE,viɾ,come:B,ielex:come:3,ielex
come,RUSSIAN,prʲixɔdʲitʲ,come:W,ielex:come:2,ielex
come,RUSSIAN,pɾʲijˈtʲi,come:F,ielex:come:2,ielex
come,SERBO-CROATIAN,ˈdɔ̌laziti,come:V,ielex:come:20,ielex
come,SERBO-CROATIAN,ˈdɔ̂ːtɕi,come:F,ielex:come:21,ielex
come,SLOVAK,priːsc,come:F,ielex:come:2,ielex
come,SLOVAK,ˈprixaːdzac,come:W,ielex:come:2,ielex
come,SLOVENIAN,priˈxâːjati,come:W,ielex:come:2,ielex
come,SLOVENIAN,ˈprǐːti,come:F,ielex:come:2,ielex
come,SORBIAN_LOWER,pɕiɕ,come:F,ielex:come:4,ielex
come,SORBIAN_LOWER,ˈpɕixadaɕ,come:W,ielex:come:4,ielex
come,SORBIAN_UPPER,ˈpʃikʰadʒɛtʃ,come:W,ielex:come:4,ielex
come,SORBIAN_UPPER,pʃintʃ,come:F,ielex:come:4,ielex
come,SPANISH,beniɾ,come:B,ielex:come:3,ielex
come,STAVANGERSK,ˈkɔ̀mːa,come:B,ielex:come:1,ielex
come,SWEDISH,ˈkɔ̀mːa,come:B,ielex:come:1,ielex
come,UKRAINIAN,prɪˈxodɪtɪ,come:W,ielex:come:2,ielex
come,UKRAINIAN,prɪjˈtɪ,come:F,ielex:come:2,ielex
come,URDU,ʔɑnə,come:H,ielex:come:10,ielex
give,ANCIENT_GREEK,dídɔːmi,give:B,ielex:give:1,ielex
give,ARMENIAN_EASTERN,tɑl,give:B,ielex:give:1,ielex
give,ASSAMESE,di,give:B,ielex:give:1,ielex
give,BELARUSIAN,daˈvatsʲ,give:B,ielex:give:1,ielex
give,BIHARI,deb,give:B,ielex:give:1,ielex
give,BULGARIAN,ˈdavəm,give:B,ielex:give:1,ielex
give,CATALAN,duna,give:B,ielex:give:3,ielex
give,CLASSICAL_ARMENIAN,tam,give:B,ielex:give:1,ielex
give,CZECH,daːvat,give:B,ielex:give:1,ielex
give,DANISH,g̥i,give:A,ielex:give:2,ielex
give,DANISH_FJOLDE,ɡi,give:A,ielex:give:2,ielex
give,DUTCH,ɣevən,give:A,ielex:give:1,ielex
give,ELFDALIAN,ˈdʒæ̀vɔ,give:A,ielex:give:1,ielex
give,ENGLISH,gɪv,give:A,ielex:give:2,ielex
give,FAROESE,ˈd̥ʒeːva,give:A,ielex:give:1,ielex
give,FRENCH,dɔne,give:B,ielex:give:3,ielex
give,GERMAN,ge:bn̩,give:A,ielex:give:2,ielex
give,GREEK,ˈðino̞,give:B,ielex:give:3,ielex
give,GUTNISH_LAU,ɡɪː,give:A,ielex:give:2,ielex
give,ICELANDIC,ˈcɛːva,give:A,ielex:give:1,ielex
give,IRISH,ˈt̪ˠauɾʲ,give:E,ielex:give:1,ielex
give,ITALIAN,dare,give:B,ielex:give:1,ielex
give,LATIN,ˈdare,give:B,ielex:give:1,ielex
give,MACEDONIAN,ˈdadɛ,give:B,ielex:give:1,ielex
give,MAGAHI,d̪enɑ,give:B,ielex:give:3,ielex
give,MARATHI,deɳe,give:B,ielex:give:3,ielex
give,MIDDLE_BRETON,reˈiṽ,give:C,ielex:give:2,ielex
